PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW;2017 MAN;2017 VROUW;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;deeltijd onderwijs;bachelor;1;1;0;2;3;1;0;2;2;1;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;voltijd onderwijs;bachelor;3;3;3;1;2;2;1;0;3;1;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;deeltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;0;1;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;voltijd onderwijs;bachelor;1;5;2;14;1;18;2;21;5;29;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;deeltijd onderwijs;bachelor;0;0;0;1;0;1;0;1;0;0;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;voltijd onderwijs;bachelor;18;50;19;48;14;48;13;68;42;76;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;techniek;n.v.t. (techniek);55018;B Data Science (joint degree);voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;23;9;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60046;M Finance;voltijd onderwijs;master;36;31;25;17;42;26;28;28;38;26;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60056;M Econometrics and Mathematical Economics;voltijd onderwijs;master;4;3;7;5;7;1;5;2;3;6;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60057;M Operations Research and Management Science;voltijd onderwijs;master;2;1;1;1;0;1;0;0;7;3;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60058;M Quantitative Finance and Actuarial Science;voltijd onderwijs;master;6;3;1;2;0;1;2;0;4;1;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60059;M Accounting;voltijd onderwijs;master;5;4;5;7;0;0;0;0;0;0;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60060;M Accountancy;voltijd onderwijs;master;0;0;0;0;4;6;4;5;10;6;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60063;M Marketing Management;voltijd onderwijs;master;7;10;4;14;6;9;5;11;9;14;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60064;M Marketing Analytics;voltijd onderwijs;master;2;6;1;3;0;4;4;2;2;3;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60066;M Strategic Management;voltijd onderwijs;master;5;5;13;5;8;9;11;7;8;10;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60093;M Supply Chain Management;voltijd onderwijs;master;7;1;7;7;6;7;7;4;8;9;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60407;M International Management;voltijd onderwijs;master;13;9;5;10;6;4;3;8;16;10;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60898;M Economics and Finance of Aging;voltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60908;M Research Master in Business (research);voltijd onderwijs;master;6;9;6;3;7;2;9;5;7;3;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60909;M Research Master in Economics (research);voltijd onderwijs;master;9;6;3;5;7;5;5;0;7;6;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);66401;M Economics;voltijd onderwijs;master;7;10;18;13;15;13;21;18;23;10;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60075;M Human Resource Studies;voltijd onderwijs;master;1;0;1;6;2;9;4;7;2;14;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60076;M Psychologie en Geestelijke Gezondheid;voltijd onderwijs;master;0;1;0;1;0;1;0;2;0;0;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60077;M Social Psychology;voltijd onderwijs;master;3;7;0;7;7;11;7;21;8;18;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60078;M Leisure Studies;voltijd onderwijs;master;1;1;0;0;0;0;0;0;0;0;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60394;M Social and Behavioural Sciences (research);voltijd onderwijs;master;2;4;1;2;4;0;3;2;3;7;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60754;M Organization Studies;voltijd onderwijs;master;2;2;0;0;1;1;0;0;0;2;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60954;M Individual Differences and Assessment (research);voltijd onderwijs;master;0;0;0;0;0;0;1;1;0;0;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66599;M Sociology;voltijd onderwijs;master;2;0;3;4;3;3;4;2;3;8;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66627;M Bestuurskunde;voltijd onderwijs;master;0;0;0;0;0;0;3;4;4;1;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;natuur;n.v.t. (natuur);60055;M Information Management;voltijd onderwijs;master;20;6;25;5;13;8;8;4;4;9;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60069;M Law and Technology;voltijd onderwijs;master;13;14;16;13;18;16;18;11;35;24;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60070;M Sociaal Recht en Sociale Politiek;voltijd onderwijs;master;0;0;0;0;0;0;2;1;2;8;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60072;M International Business Law;voltijd onderwijs;master;16;16;20;14;33;38;21;21;22;17;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60073;M International and European Public Law;voltijd onderwijs;master;4;15;0;0;0;0;0;0;0;0;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60224;M International and European Law;voltijd onderwijs;master;0;0;17;23;17;29;8;38;7;25;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60393;M Research master in Law (research);voltijd onderwijs;master;3;0;1;1;1;3;3;2;0;1;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;sectoroverstijgend;sectoroverstijgend;60686;M International Business Taxation;voltijd onderwijs;master;7;4;12;9;14;15;14;17;20;9;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;sectoroverstijgend;sectoroverstijgend;66725;M Victimology and Criminal Justice;voltijd onderwijs;master;1;12;3;12;6;8;5;10;3;10;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;deeltijd onderwijs;master;0;0;0;1;0;0;0;2;0;0;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;master;2;4;1;6;1;10;1;14;0;7;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;deeltijd onderwijs;master;0;0;0;0;0;0;0;1;0;0;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;voltijd onderwijs;master;0;1;1;0;0;0;0;0;0;0;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;deeltijd onderwijs;master;0;0;0;0;0;0;1;0;0;0;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;master;1;1;1;0;0;0;0;3;0;2;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60827;M Theologie & Religiewetenschappen (research);voltijd onderwijs;master;0;1;0;0;0;0;0;0;0;0;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60834;M Communicatie- & Informatiewetenschappen (research);voltijd onderwijs;master;2;1;1;0;0;1;1;0;0;0;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);66826;M Communicatie- & Informatiewetenschappen;deeltijd onderwijs;master;0;0;0;0;0;0;0;1;0;0;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);66826;M Communicatie- & Informatiewetenschappen;voltijd onderwijs;master;4;24;3;8;9;14;9;19;10;20;
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;techniek;n.v.t. (techniek);65018;M Data Science and Entrepreneurship (joint degree);voltijd onderwijs;master;0;0;0;0;0;0;2;0;4;2;
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;60403;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Religie in Samenleving en Cultuur;voltijd onderwijs;master;0;1;0;0;0;0;0;0;0;0;
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68075;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Godsdienst en Levensbeschouwing;deeltijd onderwijs;master;0;0;0;0;0;0;0;0;0;1;
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68075;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Godsdienst en Levensbeschouwing;voltijd onderwijs;master;0;0;0;0;1;1;1;0;0;0;
Noord-Holland;0363;AMSTERDAM;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);55004;B Theologie (joint degree);deeltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;0;2;
Noord-Holland;0363;AMSTERDAM;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);55004;B Theologie (joint degree);voltijd onderwijs;bachelor;1;0;4;3;0;0;2;1;1;3;
Noord-Holland;0363;AMSTERDAM;WO kleine univ.;master;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);60261;M Predikantschap;voltijd onderwijs;master;0;0;0;0;0;0;0;0;1;0;
Noord-Holland;0363;AMSTERDAM;WO kleine univ.;master;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);60264;M Verdieping;voltijd onderwijs;master;8;2;7;2;9;2;8;2;2;6;
Noord-Holland;0363;AMSTERDAM;WO kleine univ.;master;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);66122;M Gemeentepredikant;deeltijd onderwijs;master;0;0;0;0;0;0;0;0;1;1;
Noord-Holland;0363;AMSTERDAM;WO kleine univ.;master;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);66122;M Gemeentepredikant;voltijd onderwijs;master;1;0;1;0;0;0;0;1;0;1;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);50897;B Business Administration;voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;371;267;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);50905;B Economie en Bedrijfskunde;voltijd onderwijs;bachelor;3;9;426;224;345;212;412;261;5;4;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);50905;B Economie en Bedrijfskunde;voltijd onderwijs;propedeuse bachelor;453;242;0;0;0;0;0;0;0;0;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);56402;B Fiscale Economie;voltijd onderwijs;bachelor;0;0;18;12;30;8;15;10;26;8;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);56402;B Fiscale Economie;voltijd onderwijs;propedeuse bachelor;19;7;0;0;0;0;0;0;0;0;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);56411;B Actuariele Wetenschappen;voltijd onderwijs;bachelor;0;0;4;2;5;2;5;12;14;12;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);56411;B Actuariele Wetenschappen;voltijd onderwijs;propedeuse bachelor;6;3;0;0;0;0;0;0;0;0;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);56833;B Econometrie en Operationele Research;voltijd onderwijs;bachelor;0;0;63;25;64;32;89;42;106;50;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);56833;B Econometrie en Operationele Research;voltijd onderwijs;propedeuse bachelor;71;26;0;0;0;0;0;0;0;0;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);59318;B Economics and Business Economics;voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;275;144;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50035;B Culturele Antropologie en Ontwikkelingssociologie;voltijd onderwijs;bachelor;0;1;10;52;5;39;14;36;8;37;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50035;B Culturele Antropologie en Ontwikkelingssociologie;voltijd onderwijs;propedeuse bachelor;21;71;0;0;0;0;0;0;0;0;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;voltijd onderwijs;bachelor;0;0;13;34;7;26;8;26;7;23;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;voltijd onderwijs;propedeuse bachelor;23;40;0;0;0;0;0;0;0;0;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;bachelor;0;1;0;1;0;1;1;0;3;2;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;propedeuse bachelor;94;243;87;217;48;161;64;150;52;138;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56606;B Politicologie;voltijd onderwijs;bachelor;0;0;72;42;33;33;54;37;101;119;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56606;B Politicologie;voltijd onderwijs;propedeuse bachelor;55;77;0;0;0;0;0;0;0;0;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;voltijd onderwijs;bachelor;0;2;0;53;2;24;0;26;0;26;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;voltijd onderwijs;propedeuse bachelor;5;58;0;0;0;0;0;0;0;0;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56613;B Onderwijskunde;voltijd onderwijs;bachelor;0;0;0;6;1;5;1;5;1;11;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56613;B Onderwijskunde;voltijd onderwijs;propedeuse bachelor;0;5;0;0;0;0;0;0;0;0;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56615;B Communicatiewetenschap;voltijd onderwijs;bachelor;47;192;43;150;41;109;86;253;96;302;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56631;B Algemene Sociale Wetenschappen;voltijd onderwijs;bachelor;0;0;12;40;14;48;12;46;13;65;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56631;B Algemene Sociale Wetenschappen;voltijd onderwijs;propedeuse bachelor;19;60;0;0;0;0;0;0;0;0;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56838;B Sociale Geografie en Planologie;voltijd onderwijs;bachelor;0;0;37;29;29;29;42;52;44;38;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56838;B Sociale Geografie en Planologie;voltijd onderwijs;propedeuse bachelor;42;38;0;0;0;0;0;0;0;0;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56551;B Geneeskunde;voltijd onderwijs;bachelor;78;100;52;132;70;120;77;138;75;151;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56551;B Geneeskunde;voltijd onderwijs;propedeuse bachelor;0;1;0;1;0;0;0;0;0;0;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56560;B Tandheelkunde;voltijd onderwijs;bachelor;13;21;13;26;10;40;20;41;9;47;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56573;B Medische Informatiekunde;voltijd onderwijs;propedeuse bachelor;11;20;22;17;22;19;10;21;6;18;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56990;B Biomedische Wetenschappen;voltijd onderwijs;bachelor;49;98;59;82;43;95;40;80;45;64;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56990;B Biomedische Wetenschappen;voltijd onderwijs;propedeuse bachelor;6;5;5;9;1;1;0;0;0;0;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);50014;B Psychobiologie;voltijd onderwijs;bachelor;77;214;40;134;38;123;37;130;35;156;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);50250;B Beta-gamma;voltijd onderwijs;bachelor;46;60;61;60;39;49;49;46;36;47;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);55012;B Scheikunde (joint degree);voltijd onderwijs;bachelor;0;0;0;0;0;0;40;24;25;20;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);55013;B Natuur- en Sterrenkunde (joint degree);voltijd onderwijs;bachelor;0;0;0;0;0;0;82;25;74;22;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56842;B Informatiekunde;voltijd onderwijs;bachelor;40;10;36;7;40;14;23;17;42;8;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56857;B Scheikunde;voltijd onderwijs;bachelor;22;14;50;13;25;16;0;0;0;0;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56860;B Biologie;voltijd onderwijs;bachelor;20;16;27;21;20;20;22;26;22;20;
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56978;B Informatica;voltijd onderwijs;bachelor;50;3;49;5;53;3;64;5;57;5;
